PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
39781240,Real-world effectiveness and safety of second- or third-line pegylated liposomal irinotecan plus 5-fluorouracil and folinic acid in pancreatic ductal adenocarcinoma in Spain.,2025,"Rafael Álvarez-Gallego, Roberto Pazo-Cid, Borja López de San Vicente, Teresa Macarulla, Eva Martinez, Fernando Garicano, Irene Hernández, Monica Granja, Ismael Ghanem, Joaquina Martinez, Paula Ribera, Roberto Diaz, Jose Ignacio Martin Valadés, Maria Cristina Angeles, Antonio Cubillo","Centro Integral Oncológico Clara Campal HM CIOCC, Hospital Universitario HM Sanchinarro, C\ Oña Nº10, Madrid 28050, Spain., Hospital Universitario Miguel Servet, Zaragoza, Spain., Hospital Universitario de Basurto, Bilbao, Spain., Vall d'Hebrón Institute of Oncology (VHIO), Hospital Universitario Vall d'Hebrón, Barcelona, Spain., Hospital Universitario Marques de Valdecilla, Santander, Spain., Hospital de Galdakao-Usansolo, Galdakao, Spain., Complejo Hospitalario de Navarra, Pamplona, Spain., Hospital Clínico San Carlos, Madrid, Spain., Hospital La Paz, Madrid, Spain., Instituto de Investigación Biosanitaria de Granada (ibs.GRANADA), Hospital Universitario Virgen de las Nieves, Granada, Spain., Hospital Universitario Parc Tauli, Sabadell, Barcelona, Spain., Hospital Universitario y Politécnico La Fe, Valencia, Spain., Hospital MD Anderson Cancer Center Madrid, Madrid, Spain., Hospital Universitario San Juan de Alicante, Sant Joan d'Alacant, Alicante, Spain., Centro Integral Oncológico Clara Campal HM CIOCC, Hospital Universitario HM Sanchinarro, Madrid, Spain.",
39781239,Navigating the landscape of neoadjuvant immunotherapy for NSCLC: progress and controversies.,2025,,,
39781200,Endovascular interventions in cancer patients with compromise of the mediastinal vasculature: a review.,2024,,,
39781199,Current immunotherapy for thymic epithelial tumors: a narrative review.,2024,Yoko Yamamoto,"Department of General Thoracic Surgery, Sakai City Medical Center, Osaka, Japan.",
39781192,Occult breast cancer in an older woman: A case report.,2025-Feb,,,
39781173,A Case of Small-Cell Lung Cancer With Novel Anaplastic Lymphoma Kinase Gene Rearrangement That Developed Intradural Extramedullary Spinal Metastases With Myelitis.,2024-Dec,Taira Uehara,"Epilepsy and Sleep Center, Fukuoka Sanno Hospital, Fukuoka, JPN.",
39781040,Therapeutic potential of a systemically applied humanized monoclonal antibody targeting Toll‑like receptor 2 in atopic‑dermatitis‑like skin lesions in a mouse model.,2025-Mar,,,
39781038,Prognostic significance of MRD and its correlation with arsenic concentration in pediatric acute promyelocytic leukemia: a retrospective study by SCCLG-APL group.,2025,"Hui-Rong Mai, Wan-Li Li, Ri-Yang Liu, Guo-Hua Chen","Department of Haematology and Oncology, Shenzhen Children's Hospital, Shenzhen, Guangdong, China., Department of Haematology, Hunan Children's Hospital, Changsha, Hunan, China., Department of Paediatrics, Huizhou Central People's Hospital, Huizhou, Guangdong, China., Department of Paediatrics, First People's Hospital of Huizhou, Huizhou, Guangdong, China.",
39781016,The Mindful Compassion Program Integrated with Body-Mind-Spirit Empowerment for Reducing Depression in Lung Cancer Patient-Caregiver Dyads.,2025-Jan,,,
39780997,"Medicine availability and affordability for paediatric cancers, China.",2025-Jan-01,"Huangqianyu Li, Avram Denburg, Sumit Gupta","Division of Haematology/Oncology, The Hospital for Sick Children, Toronto, Canada., Division of Haematology/Oncology, The Hospital for Sick Children, Toronto, Canada., Division of Haematology/Oncology, The Hospital for Sick Children, Toronto, Canada.",
39780958,Intratumoral Injection of Engineered ,2025,,,
39780923,Risk-adapted stereotactic body radiation therapy delivered in four fractions in patients with non-small cell lung cancer.,2024-Nov,"Yutaka Masuoka, Takuhito Tada, Shogo Matsuda, Yoshikazu Hasegawa, Kentaro Ishii","Department of Radiology, Izumi City General Hospital, Izumi, Japan., Department of Radiology, Izumi City General Hospital, Izumi, Japan., Department of Radiology, Izumi City General Hospital, Izumi, Japan., Department of Medical Oncology, Izumi City General Hospital, Izumi, Japan., Department of Radiation Oncology, Tane General Hospital, Osaka, Japan.",
39780816,Clinicopathologic and genomic features associated with brain metastasis after resection of lung adenocarcinoma.,2024-Dec,"Elizabeth G Dunne, Cameron N Fick, Brooke Mastrogiacomo, Kay See Tan, Nicolas Toumbacaris, Stijn Vanstraelen, Gaetano Rocco, Jaime E Chaft, Puneeth Iyengar, Daniel Gomez, Prasad S Adusumilli, Bernard J Park, James M Isbell, Matthew J Bott, Smita Sihag, Daniela Molena, James Huang, David R Jones","Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Department of Epidemiology and Biostatistics, Memorial Sloan Kettering Cancer Center, New York, NY., Department of Epidemiology and Biostatistics, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Druckenmiller Center for Lung Cancer Research, Memorial Sloan Kettering Cancer Center, New York, NY., Druckenmiller Center for Lung Cancer Research, Memorial Sloan Kettering Cancer Center, New York, NY., Druckenmiller Center for Lung Cancer Research, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY., Thoracic Service, Department of Surgery, Memorial Sloan Kettering Cancer Center, New York, NY.",
39780756,Cardiovascular toxicity induced by TKIs in patients with chronic myeloid leukaemia: Are women and men different?,2025-Jan-09,,,
39780692,Asciminib versus bosutinib following 2 or more prior therapies in chronic myeloid leukemia: a plain language summary of the ASCEMBL study.,2025-Jan-09,"Natasha Szuber, Lisa Machado","aDepartment of Hematology, Maisonneuve-Rosemont Hospital, Montreal, Quebec, Canada., cCanadian CML Network.",
39780686,Parkinsonism and Bilateral Facial Palsy after Chimeric Antigen Receptor T-Cell Therapy.,2025-Jan-09,,,
39780649,Modulation of Donor in Purely Organic Triplet Harvesting AIE-TADF Photosensitizer for Image-guided Photodynamic Therapy.,2025-Jan-09,"Debasish Barman, Pachaiyappan Rajamalli, Tapashi Sarmah, Siddhartha Sankar Ghosh, Parameswar Krishnan Iyer","Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati, 781039, India., Materials Research Centre, Indian Institute of Science, Bangalore, 560012, India., Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati, 781039, India., Department of Bioscience and Bioengineering IIT Guwahati, Guwahati, Assam, 781039, India., Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati, 781039, India.",
39780572,,2024-Dec-25,,,
39780544,Raman Spectroscopy and Exosome-Based Machine Learning Predicts the Efficacy of Neoadjuvant Therapy for HER2-Positive Breast Cancer.,2025-Jan-08,,,
39780531,Overexpression of RGPR-p117 reveals anticancer effects by regulating multiple signaling pathways in bone metastatic human breast cancer MDA-MB-231 cells.,2025-Jan,,,
39780503,"Introduction to androgenetics: terminology, approaches, and impactful studies across 60 years.",2025-Jan-08,,,
39780444,Statistical methods to adjust for the effects on intervention compliance in randomized clinical trials where precision treatment rules are being developed.,2025-Mar,"Corina Benjet, Yesica Albor, Mauricio Nuñez-Delgado, Renato Zambrano-Cruz, Carlos C Contreras-Ibáñez, Lorena Cudris-Torres, Francisco R de la Peña, Noé González, José Benjamín Guerrero-López, Raúl A Gutierrez-Garcia, Ana Lucía Jiménez-Peréz, Maria Elena Medina-Mora, Pamela Patiño, Pim Cuijpers, Sarah M Gildea, Chris J Kennedy, Nancy A Sampson, Maria V Petukhova, Jose R Zubizarreta, Ronald C Kessler","Center for Global Mental Health, National Institute of Psychiatry Ramón de la Fuente Muñiz, Mexico City, Mexico., Center for Global Mental Health, National Institute of Psychiatry Ramón de la Fuente Muñiz, Mexico City, Mexico., Departamento de Psicología, Universidad Popular de Cesar, Valledupar, Colombia., Universidad Cooperativa de Colombia, Medellin, Colombia., Departamento de Sociología, Universidad Autónoma Metropolitana, Mexico City, Mexico., Programa de Psicología, Fundación Universitaria del Area Andina, Valledupar, Colombia., Unidad de Fomento a la Investigacion, Direccion de Servicios Clínicos, National Institute of Psychiatry Ramón de la Fuente Muñiz, Mexico City, Mexico., Center for Global Mental Health, National Institute of Psychiatry Ramón de la Fuente Muñiz, Mexico City, Mexico., Departamento de Psiquiatría y Salud Mental, Universidad Nacional Autónoma de México, Mexico City, Mexico., Facultad de Estudios Superiores, Universidad De La Salle Bajío, Salamanca, Guanajuato, Mexico., Facultad de Ciencias Administrativas y Sociales, Universidad Autónoma de Baja California, Ensenada, Mexico., Center for Global Mental Health, National Institute of Psychiatry Ramón de la Fuente Muñiz, Mexico City, Mexico., Center for Global Mental Health, National Institute of Psychiatry Ramón de la Fuente Muñiz, Mexico City, Mexico., Department of Clinical, Neuro-, and Developmental Psychology, Vrije Universiteit, Amsterdam, The Netherlands., Department of Health Care Policy, Harvard Medical School, Boston, Massachusetts, USA., Department of Psychiatry, Center for Precision Psychiatry, Massachusetts General Hospital, Boston, Massachusetts, USA., Department of Health Care Policy, Harvard Medical School, Boston, Massachusetts, USA., Department of Health Care Policy, Harvard Medical School, Boston, Massachusetts, USA., Department of Health Care Policy, Harvard Medical School, Boston, Massachusetts, USA., Department of Health Care Policy, Harvard Medical School, Boston, Massachusetts, USA.",
39780402,Thrombopoietin Receptor Agonists for Thrombocytopenia in Pediatric Hematologic Malignancies.,2025-Jan-08,,,
39780367,FAP-Targeted SPECT/CT and PET/CT Imaging for Breast Cancer Patients.,2025-Jan-09,"Abanoub Nakhla, Parth Doshi, Neeta Pandit-Taskar, Amit Gulati, Asmâa Naim, Mathieu Sinigaglia, Maria Bebawy, Antoine Girard","Department of Surgery, Maimonides Medical Center, New York, NY., Department of Internal Medicine, Lewis Katz School of Medicine, Philadelphia, PA., Department of Radiology, Molecular Imaging and Therapy Service, Memorial Sloan Kettering Cancer Center, New York, NY., Department of Internal Medicine, Maimonides Medical Center, New York, NY., Université Mohammed VI des Sciences et de la Santé, Casablanca, Morocco., Department of Nuclear Medicine, Clinique Pasteur, Toulouse, France., Morristown Medical Center, OBGYN Department, Morristown, NJ., Department of Nuclear Medicine, CHU Amiens-Picardie, Amiens, France.",
39780366,Prevention and Management of Infectious Complications in Pediatric Patients With Cancer: A Survey Assessment of Current Practices Across Children's Oncology Group Institutions.,2025-Jan-08,"Leonora R Slatnick, David Hoogstra, Brian T Fisher, Erin Goode, Kasey Jackson, Caitlin Elgarten, Joel Thompson, Sarah Alexander, Jennifer Hess, Terri Guinipero, Alexandra M Walsh, Daniel K Choi","Department of Pediatrics, Primary Children's Hospital, Salt Lake City, Utah, USA., Department of Pediatrics, Helen Devos Children's Hospital, Grand Rapids, Michigan, USA., Division of Oncology, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, USA., Division of Pediatric Hematology/Oncology, Children's Hospital of Michigan, Detroit, Michigan, USA., Division of Pediatric Hematology/Oncology, Cook Children's Hospital, Fort Worth, Texas, USA., Division of Oncology, Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, USA., Division of Hematology/Oncology/BMT, Department of Pediatrics, Children's Mercy Hospital, Kansas City, Missouri, USA., Division of Haematology/Oncology, The Hospital for Sick Children, Toronto, Canada., Children's Hospital of Minnesota, Minneapolis, Minnesota, USA., Division of Pediatric Hematology and Oncology, Department of Pediatrics, Nationwide Children's Hospital, Columbus, Ohio, USA., Phoenix Children's Hospital, Phoenix, Arizona, USA., Adocate Children's Hospital Health, Park Ridge, Illinois, USA.",
39780302,"Impact of Tacrolimus, Sirolimus, Age, and Body Mass Index on the Occurrence of Skin Cancer and Islet Dysfunction After Transplantation.",2025,"Christopher Orr, Jeannette Stratton, Mohamed El-Shahawy, Elena Forouhar, Alice Peng, Gagandeep Singh, Keiko Omori, Meirigeng Qi, Fouad Kandeel","Department of Translational Research & Cellular Therapeutics, Arthur Riggs Diabetes & Metabolism Research Institute, City of Hope, Duarte, CA, USA., Department of Translational Research & Cellular Therapeutics, Arthur Riggs Diabetes & Metabolism Research Institute, City of Hope, Duarte, CA, USA., Department of Translational Research & Cellular Therapeutics, Arthur Riggs Diabetes & Metabolism Research Institute, City of Hope, Duarte, CA, USA., Department of Translational Research & Cellular Therapeutics, Arthur Riggs Diabetes & Metabolism Research Institute, City of Hope, Duarte, CA, USA., Kidney & Pancreas Transplant Program, Cedars-Sinai Medical Center, Los Angeles, CA. USA., Department of Translational Research & Cellular Therapeutics, Arthur Riggs Diabetes & Metabolism Research Institute, City of Hope, Duarte, CA, USA., Department of Translational Research & Cellular Therapeutics, Arthur Riggs Diabetes & Metabolism Research Institute, City of Hope, Duarte, CA, USA., Department of Translational Research & Cellular Therapeutics, Arthur Riggs Diabetes & Metabolism Research Institute, City of Hope, Duarte, CA, USA., Department of Translational Research & Cellular Therapeutics, Arthur Riggs Diabetes & Metabolism Research Institute, City of Hope, Duarte, CA, USA.",
39780291,MORF4L2 induces immunosuppressive microenvironment and immunotherapy resistance through GRHL2/MORF4L2/H4K12Ac/CSF1 axis in triple-negative breast cancer.,2025-Jan-09,,,
39780285,ONC213: a novel strategy to resensitize resistant AML cells to venetoclax through induction of mitochondrial stress.,2025-Jan-09,"Eman T Al-Antary, Steven A Buck, Joshua E Allen, Varun V Prabhu","Division of Pediatric Hematology/Oncology, Children's Hospital of Michigan, Detroit, MI, 48201, USA., Division of Pediatric Hematology/Oncology, Children's Hospital of Michigan, Detroit, MI, 48201, USA., Chimerix, Inc, Durham, NC, 27713, USA., Chimerix, Inc, Durham, NC, 27713, USA.",
39780280,Safety and efficacy of immune checkpoint inhibitors in patients with pre-treatment reduced left ventricular function.,2025-Jan-08,"Maor Tzuberi, Rafael Y Brzezinski, Nir Flint, Moaad Slieman, Lior Zornitzki, Dana Viskin, Anna Rozenfeld Hemed, Barliz Waissengrin, Renana Barak, Inbal Golomb, Ido Wolf, Netanel Golan, Yan Topilsky, Shmuel Banai, Livia Kapusta, Michal Laufer-Perl","Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Division of Oncology, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel., Division of Oncology, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel., Division of Oncology, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel., Division of Oncology, Tel Aviv Sourasky Medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel., Pediatric Cardiology Unit, Tel-Aviv Sourasky Medical Center, Tel Aviv, Israel., Division of Cardiology, Tel Aviv Sourasky medical Center, Tel Aviv, Israel. michalpela@gmail.com.",michalpela@gmail.com.
39780278,The role of endothelial cell-related gene COL1A1 in prostate cancer diagnosis and immunotherapy: insights from machine learning and single-cell analysis.,2025-Jan-08,,,
39780269,Fecal microbiota transplantation attenuates Alzheimer's disease symptoms in APP/PS1 transgenic mice via inhibition of the TLR4-MyD88-NF-κB signaling pathway-mediated inflammation.,2025-Jan-08,,,
39780248,Myeloid-derived suppressor cells (MDSCs) in the tumor microenvironment and their targeting in cancer therapy.,2025-Jan-08,,,
39780232,Modulating tumor-associated macrophages through CSF1R inhibition: a potential therapeutic strategy for HNSCC.,2025-Jan-08,,,
39780231,Pharmacological Vitamin C-induced high H,2025-Jan-08,"Ali Mussa, Ahmad Hafiz Murtadha, Noor Fatmawati Mokhtar, Vuk Uskoković, Rohimah Mohamud, Rosline Hassan","Department of Haematology, School of Medical Sciences, Universiti Sains Malaysia, Kubang Kerian, 16150, Kelantan, Malaysia., Institute for Research in Molecular Medicine (INFORMM), Universiti Sains Malaysia, Health Campus, Kubang Kerian, 16150, Kelantan, Malaysia., Institute for Research in Molecular Medicine (INFORMM), Universiti Sains Malaysia, Health Campus, Kubang Kerian, 16150, Kelantan, Malaysia., Advanced Materials and Nanobiotechnology Laboratory, TardigradeNano LLC, Irvine, CA, 92604, USA., Department of Immunology, School of Medical Sciences, Universiti Sains Malaysia, Kubang Kerian, 16150, Kelantan, Malaysia. rohimahm@usm.my., Department of Haematology, School of Medical Sciences, Universiti Sains Malaysia, Kubang Kerian, 16150, Kelantan, Malaysia. roslin@usm.my.",roslin@usm.my.
39780187,"Cancer-associated fibroblasts as therapeutic targets for cancer: advances, challenges, and future prospects.",2025-Jan-09,"Zhipeng Cao, Sadia Quazi, Sakshi Arora, Laura D Osellame, Ingrid J Burvenich, Peter W Janes, Andrew M Scott","Tumour Targeting Laboratory, Olivia Newton-John Cancer Research Institute, Melbourne, VIC, 3084, Australia. Zhipeng.Cao@onjcri.org.au., Tumour Targeting Laboratory, Olivia Newton-John Cancer Research Institute, Melbourne, VIC, 3084, Australia., Tumour Targeting Laboratory, Olivia Newton-John Cancer Research Institute, Melbourne, VIC, 3084, Australia., Tumour Targeting Laboratory, Olivia Newton-John Cancer Research Institute, Melbourne, VIC, 3084, Australia., Tumour Targeting Laboratory, Olivia Newton-John Cancer Research Institute, Melbourne, VIC, 3084, Australia., Tumour Targeting Laboratory, Olivia Newton-John Cancer Research Institute, Melbourne, VIC, 3084, Australia., Tumour Targeting Laboratory, Olivia Newton-John Cancer Research Institute, Melbourne, VIC, 3084, Australia. Andrew.Scott@onjcri.org.au.",Andrew.Scott@onjcri.org.au.
39780157,Potentially actionable molecular alterations in particular related to poor oncologic outcomes in salivary gland carcinomas.,2025-Jan-08,,,
39780146,Investigation of the causal relationship between patient portal utilization and patient's self-care self-efficacy and satisfaction in care among patients with cancer.,2025-Jan-08,,,
39780142,Development of a prognostic nomogram and risk stratification system for elderly patients with esophageal squamous cell carcinoma undergoing definitive radiotherapy: a multicenter retrospective analysis (3JECROG R-03 A).,2025-Jan-08,"Chuyan Lin, Yidian Zhao, Gaofeng Li, Kaixian Zhang, Ling Li","Interventional Ward, Department of Radiology, 900 Hospital of the Joint Logistics Team, 156 North Xi-er Huan Road, Fuzhou City, Fujian Province, People's Republic of China., Department 4th of Radiation Oncology, Anyang Cancer Hospital, Anyang, 455000, China., Department of Radiation Oncology, Beijing Hospital, National Center of Gerontology, Beijing, 100730, China., Department of Oncology, Tengzhou Central People's Hospital, Tengzhou, 277599, China., Department of Oncology, Tengzhou Central People's Hospital, Tengzhou, 277599, China.",
39780133,"Effect of different protocols in preventing demineralization in irradiated human enamel, in vitro study.",2025-Jan-08,"Chawalid Pianmee, Chalermchart Bunsong","Clinic of Excellence for Pediatric Dentistry and Special Care Need, Dental Center, Surin Hospital, Surin, Thailand., Department of Radiation Oncology, Chonburi Cancer Hospital, Chonburi, Thailand.",
39780129,Astaxanthin-loaded PLGA nanoparticles inhibit survival of MKN-45 gastric cancer cell line by modulating JAK2/STAT3/mTOR/PI3K pathway.,2025-Jan-09,Masoud Hamidi,"Université libre de Bruxelles (ULB), École polytechnique de Bruxelles - 3BIO-BioMatter, Avenue F.D. Roosevelt, 50 - CP 165/61, Brussels, 1050, Belgium.",
39780119,Carboplatin in combination with etoposide for advanced small cell lung cancer complicated with idiopathic interstitial pneumonia: a single-arm phase II study.,2025-Jan-08,"Masaru Matsumoto, Yuji Minegishi, Katsuyuki Higa, Aya Fukuizumi, Naomi Onda, Susumu Takeuchi, Akihiko Miyanaga, Akihiko Gemma, Masahiro Seike","Department of Pulmonary Medicine and Oncology, Graduate School of Medicine, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo, 113-8603, Japan. s7062@nms.ac.jp., Department of Respiratory Medicine, Mitsui Memorial Hospital, Tokyo, Japan., Department of Pulmonary Medicine and Oncology, Graduate School of Medicine, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo, 113-8603, Japan., Department of Pulmonary Medicine and Oncology, Graduate School of Medicine, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo, 113-8603, Japan., Department of Pulmonary Medicine and Oncology, Graduate School of Medicine, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo, 113-8603, Japan., Department of Pulmonary Medicine and Oncology, Graduate School of Medicine, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo, 113-8603, Japan., Department of Pulmonary Medicine and Oncology, Graduate School of Medicine, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo, 113-8603, Japan., Department of Pulmonary Medicine and Oncology, Graduate School of Medicine, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo, 113-8603, Japan., Department of Pulmonary Medicine and Oncology, Graduate School of Medicine, Nippon Medical School, 1-1-5 Sendagi, Bunkyo-ku, Tokyo, 113-8603, Japan.",s7062@nms.ac.jp.
39780104,Cross-cultural adaptation of the simple Chinese version of the medication adherence reasons scale in patients undergoing adjuvant endocrine therapy for breast cancer.,2025-Jan-08,Chunyang Lu,"Breast Surgery Department, Hangzhou Institute of Medicine, Zhejiang Cancer Hospital, Chinese Academy of Sciences, Hangzhou, Zhejiang, China.",
39780102,Impact of irradiation conditions on therapy of Lewis lung carcinoma in mice using glucose-ethylenediamine carbon dots.,2025-Jan-08,"Mykola Isaiev, Nataliya Pozdnyakova, Artem Pastukhov, Nataliya Krisanova","Université de Lorraine, CNRS, LEMTA, Nancy, F-54000, France., Palladin Institute of Biochemistry, National Academy of Sciences of Ukraine, 9 Leontovicha Street, Kiev, 01054, Ukraine., Palladin Institute of Biochemistry, National Academy of Sciences of Ukraine, 9 Leontovicha Street, Kiev, 01054, Ukraine., Palladin Institute of Biochemistry, National Academy of Sciences of Ukraine, 9 Leontovicha Street, Kiev, 01054, Ukraine.",
39780099,Triple-drug antibiotic therapy for disseminated nocardial abscess in the mediastinum and brain of an immunocompetent patient: a case report.,2025-Jan-08,"Yue Zhang, Zhongchun Qi, Hua Li, Hui Gao","Department of Oncology, General Hospital of Western Theatre Command, No. 270, Tianhui Road, Rongdu Avenue, Jinniu District, Chengdu, Sichuan, 610000, People's Republic of China., Department of Oncology, General Hospital of Western Theatre Command, No. 270, Tianhui Road, Rongdu Avenue, Jinniu District, Chengdu, Sichuan, 610000, People's Republic of China., Department of Oncology, General Hospital of Western Theatre Command, No. 270, Tianhui Road, Rongdu Avenue, Jinniu District, Chengdu, Sichuan, 610000, People's Republic of China., Department of Oncology, General Hospital of Western Theatre Command, No. 270, Tianhui Road, Rongdu Avenue, Jinniu District, Chengdu, Sichuan, 610000, People's Republic of China. gaoh_rad@foxmail.com.",gaoh_rad@foxmail.com.
39780089,"Ultrasound localization microscopy in the diagnosis of breast tumors and prediction of relevant histologic biomarkers associated with prognosis in humans: the protocol for a prospective, multicenter study.",2025-Jan-08,,,
39780067,"Postdiagnostic use of antihypertensive medications and survival in colorectal, lung, corpus uteri, melanoma and kidney cancer patients with hypertension.",2025-Jan-08,"Rūta Everatt, Irena Kuzmickienė, Birutė Brasiūnienė, Ieva Vincerževskienė, Birutė Intaitė, Saulius Cicėnas","Laboratory of Cancer Epidemiology, National Cancer Institute, Baublio 3B, Vilnius, LT-08406, Lithuania. ruta.everatt@nvi.lt., Laboratory of Cancer Epidemiology, National Cancer Institute, Baublio 3B, Vilnius, LT-08406, Lithuania., Department of Medical Oncology, National Cancer Institute, Vilnius, Lithuania., Laboratory of Clinical Oncology, National Cancer Institute, Vilnius, Lithuania., Department of Gynaecologic Oncology, National Cancer Institute, Vilnius, Lithuania., Department of Thoracic Surgery and Oncology, National Cancer Institute, Vilnius, Lithuania.",ruta.everatt@nvi.lt.
39780053,"Comparative study between high and low dose methylene blue infusion in septic cancer patients: a randomized, blinded, controlled study.",2025-Jan-08,,,
39780051,The microbiota-derived bile acid taurodeoxycholic acid improves hepatic cholesterol levels in mice with cancer cachexia.,2025-Dec,"Morgane M Thibaut, Martin Roumain, Edwige Piron, Justine Gillard, Axelle Loriot, Audrey M Neyrinck, Julie Rodriguez, Isabelle Massart, Jean-Paul Thissen, Nathalie M Delzenne, Giulio G Muccioli, Laure B Bindels","Metabolism and Nutrition Research Group, Louvain Drug Research Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium., Metabolism and Nutrition Research Group, Louvain Drug Research Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium., Metabolism and Nutrition Research Group, Louvain Drug Research Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium., Metabolism and Nutrition Research Group, Louvain Drug Research Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium., Computational Biology and Bioinformatics Unit (CBIO), de Duve Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium., Metabolism and Nutrition Research Group, Louvain Drug Research Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium., Metabolism and Nutrition Research Group, Louvain Drug Research Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium., Endocrinology, Diabetology and Nutrition Department, Institut de Recherches Expérimentales et Cliniques, UCLouvain, Université catholique de Louvain, Cliniques Universitaires Saint-Luc, Brussels, Belgium., Endocrinology, Diabetology and Nutrition Department, Institut de Recherches Expérimentales et Cliniques, UCLouvain, Université catholique de Louvain, Cliniques Universitaires Saint-Luc, Brussels, Belgium., Metabolism and Nutrition Research Group, Louvain Drug Research Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium., Bioanalysis and Pharmacology of Bioactive Lipids Research Group, Louvain Drug Research Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium., Metabolism and Nutrition Research Group, Louvain Drug Research Institute, UCLouvain, Université catholique de Louvain, Brussels, Belgium.",
39780006,Reinventing type 2 immunity in cancer.,2025-Jan,"Marek Wagner, Shigeo Koyasu","Innate Immunity Research Group, Life Sciences and Biotechnology Center, Łukasiewicz Research Network-PORT Polish Center for Technology Development, Wrocław, Poland. marek.wagner@port.lukasiewicz.gov.pl., Laboratory for Immune Cell Systems, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan. shigeo.koyasu@riken.jp.",shigeo.koyasu@riken.jp.
39779996,Gene signatures derived from transcriptomic-causal networks stratify colorectal cancer patients for effective targeted therapy.,2025-Jan-08,"Heinz-Josef Lenz, Raul Mendez-Giraldez, Azam Yazdani, Esmat Samiei, Xueping Qu, Yujia Wen, Monica M Bertagnolli","USC Norris Comprehensive Cancer Center, Los Angeles, CA, USA., Biostatistics and Computational Biology Branch, National Institute of Environmental Health Sciences, Durham, NC, USA., Center of Perioperative Genetics and Genomics, Perioperative and Pain Medicine, Brigham & Women's Hospital, Harvard Medical School, Boston, MA, USA., Gamelectronic, Tehran, Iran., Genentech, South San Francisco, San Francisco, CA, USA., Alliance for Clinical Trials in Oncology, Chicago, IL, USA., Dana-Farber/ Partners Cancer Care, Harvard Medical School, Boston, MA, USA.",
